candidato,id,celda,ubicacion,cita,categoria,veredicto,ocurrencias,justificacion,refs
K-934,,celda-en-evaluacion,trazas/backend.txt:321,"1. **Wordlist** (`/repo/backend/src/wallet/crypto/wordlist.ts`): 2048 palabras, orden alfabético estricto, sin duplicados (`WORDLIST_INDEX.size === 2048`), SHA-256 del texto `join('\n')+'\n'` = `2f5eed53a4727b4bf8880d…",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-935,,celda-en-evaluacion,trazas/backend.txt:322,"2. **Vector canónico BIP-39** (AT-06-01-02): `mnemonicToSeed(MNEMONIC_BIP39_CANONICO, ""TREZOR"")` = `c55257c3…7463b04`, 64 bytes. OK.",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-936,,celda-en-evaluacion,trazas/backend.txt:323,"3. **Vectores BIP-32 oficiales**: decodifiqué los `xprv` de los Test vectors 1, 2 y 3 del propio `bip-0032.mediawiki` (base58 → chain code + clave privada) y comparé contra `derivePath`. Los 14 nodos coinciden en clav…",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-937,,celda-en-evaluacion,trazas/backend.txt:324,"4. **Vectores HU-06-02 (Hardhat)**: los 4 `address_index` 0..3 producen exactamente las direcciones de la tabla, con `derivationPath` `m/44'/60'/0'/0/{i}`.",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-938,,celda-en-evaluacion,trazas/backend.txt:325,5. **EIP-55**: los 4 vectores de la tabla (que son los mismos 4 del `erc-55.md` del corpus) coinciden carácter a carácter; además `isValidChecksumAddress` acepta la forma con checksum y rechaza la all-lowercase. El cr…,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-939,,celda-en-evaluacion,trazas/backend.txt:326,6. **RN-2** (`bip39.ts:134-158`): orden longitud → wordlist → checksum verificado con casos que fallan varias reglas a la vez (12 palabras + palabra inválida ⇒ `LENGTH`; 24 palabras con palabra inválida + checksum rot…,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-940,,celda-en-evaluacion,trazas/backend.txt:327,"7. **RN-3**: `mnemonicToSeed` reproduce bit a bit `pbkdf2Sync(mnemonic, ""mnemonic""+passphrase, 2048, 64, 'sha512')` de Node; control negativo con 2047 iteraciones difiere; salt con passphrase verificado con `""TREZOR""`.",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-941,,celda-en-evaluacion,trazas/backend.txt:328,"9. **RN-9** (`derivation.ts:46-62`): `2147483648` ⇒ `AppError` `VALIDATION_ERROR` / HTTP 422 con `details.issues[0].field = ""address_index""`, lanzado **antes** de derivar (también desde `deriveAccountAt` y `deriveNext…",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-942,,celda-en-evaluacion,trazas/backend.txt:329,"10. **RN-4** (`bip32.ts:87-97`, `address.ts:75-83`): dirección == `keccak256(X‖Y)[-20:]` computado independientemente; controles negativos confirman que incluir el prefijo `0x04` (`0x56377c0b…`) o usar la pública comp…",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-943,,celda-en-evaluacion,trazas/backend.txt:336,"- **Archivo/línea:** `/repo/backend/src/wallet/crypto/derivation.ts:98-105`, en particular la línea 102: `if (error instanceof InvalidChildKeyError) continue;`",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-944,,celda-en-evaluacion,trazas/backend.txt:337,"- **Qué está mal:** el `catch` trata **cualquier** `InvalidChildKeyError` como ""índice de usuario inválido"" y avanza `address_index`, sin mirar en qué nivel del path se produjo. `InvalidChildKeyError` sí lleva el nive…",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-945,,celda-en-evaluacion,trazas/backend.txt:339,"- **Contra qué regla:** BIP-32, *Private parent key → private child key*: «In case parse256(I_L) ≥ n or k_i = 0, the resulting key is invalid, and one should proceed **with the next value for i**» — el ""next i"" es el …",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-946,,celda-en-evaluacion,trazas/backend.txt:341,"- **Corrección mínima sugerida:** en `derivation.ts:102`, `if (error instanceof InvalidChildKeyError && error.index === index) continue;` y re-lanzar (o convertir a `INTERNAL_ERROR`) cuando el fallo provenga de un niv…",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-947,,celda-en-evaluacion,trazas/backend.txt:345,"- **Colapso de espacios en `normalizeMnemonic`** (`bip39.ts:47`): además de NFKD hace `trim()` + `replace(/\s+/gu,' ')` y esa cadena colapsada es la que va como password a PBKDF2 (`bip39.ts:172`). BIP-39 §*From mnemon…",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-948,,celda-en-evaluacion,trazas/backend.txt:346,"- **`validateMnemonic` (24 palabras) vs `mnemonicToSeed` (agnóstico)**: la separación es deliberada y está documentada en `bip39.ts:129-133`, y es correcta respecto de BIP-39 («la conversión del mnemonic a seed es com…",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-949,,celda-en-evaluacion,trazas/backend.txt:348,"- **Registro del índice efectivo (HU-06-03 RN-1)**: verificado ejecutando el servicio real contra una SQLite temporal con stub de HMAC (`/tmp/audit/run4.ts`): con el índice nominal 0 inválido se asigna el 1, se persis…",,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-950,,celda-en-evaluacion,trazas/backend.txt:506,"El subagente de operabilidad se está demorando; verifico yo mismo los puntos que faltan (build, arranque del compilado y sonda contra el nodo JSON-RPC).",,CORRECTO,1,"JSON-RPC: `eth_chainId` existe y retorna quantity hex; `eth_getBalance(address, block)` existe (corpus/documentos/ethereum-json-rpc.md, §eth_chainId y §eth_getBalance; Conventions Hex value encoding). No hay método inventado.",
K-951,,celda-en-evaluacion,trazas/backend.txt:512,"**Cómo la hice:** leí `spec/00-fundaciones/` completo y las 7 HU del alcance, luego repartí en subagentes cuatro verificaciones independientes —estándares on-chain contra el corpus normativo (BIP-32/39/44, EIP-55), ca…",,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-952,,celda-en-evaluacion,trazas/backend.txt:514,"**Estado:** completitud OK —están las 7 HU del alcance, el health-check y el README; compila, arranca y responde `/health` con `rpc.status = ""OK""` y `chainId 11155111`; los 125 tests propios pasan y cubren todos los A…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-953,,celda-en-evaluacion,trazas/backend.txt:518,"1. Un `chainId`/`network` **repetido** en la query hace que Fastify entregue un array, las guardas `typeof === 'string'` no aplican y la validación de red se saltea entera: `?asset=ETH&chainId=1` da 422 pero `?asset=E…",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-954,,celda-en-evaluacion,trazas/backend.txt:519,2. `tokenAddress` se devuelve sin checksum EIP-55 si `USDC_CONTRACT_ADDRESS` viene en minúsculas (HU-09-01 RN-10 / HU-06-04 RN-6).,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-955,,celda-en-evaluacion,trazas/backend.txt:522,"Y uno latente pero verificado con stub: en `derivation.ts:102` el `catch` de `InvalidChildKeyError` ignora en qué nivel del path falló, así que una clave inválida en un paso intermedio degenera en un bucle de 2³¹ iter…",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-956,,celda-en-evaluacion,trazas/backend.txt:540,Now the core fixes. Starting with #4 (the BIP-32 skip loop):,,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-957,,celda-en-evaluacion,trazas/backend.txt:546,Now #8 (BIP-39 NFKD without collapsing separators):,,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-958,,celda-en-evaluacion,trazas/backend.txt:548,"Now the seed-store, which also collapsed the mnemonic before persisting:",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-959,,celda-en-evaluacion,trazas/backend.txt:581,"**Aviso no relacionado con mi tarea**: al terminar, `git status` muestra modificados `src/wallet/crypto/bip32.ts`, `bip39.ts`, `derivation.ts` y `seed-store.ts` (cambios sobre `InvalidChildKeyError`/`depth` y RN-8). N…",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-960,,celda-en-evaluacion,trazas/backend.txt:617,Let me cross-check the derivation against the well-known BIP-44 reference vector while I wait:,,CORRECTO,1,"Path BIP-44 `m/purpose'/coin_type'/account'/change/address_index` con purpose 44' y change 0 = cadena externa (corpus/documentos/bip-0044.mediawiki, Path levels). coin type 60 (Ethereum) lo fija spec/00-fundaciones/activos-y-par-de-trading.md §1; BIP-44 remite el registro a SLIP-0044 (§2.6).",
K-961,,celda-en-evaluacion,trazas/backend.txt:619,"Derivation matches the canonical BIP-44 reference vectors (`m/44'/60'/0'/0/0` = `0x9858EfFD…aEda94`), and irregular spacing now yields a different seed, as BIP-39 requires.",,CORRECTO,1,"BIP-39: ENT 128–256, checksum SHA-256 ENT/32, wordlist inglés 2048, PBKDF2-HMAC-SHA512 2048 iter, seed 64 B, NFKD (corpus/documentos/bip-0039.mediawiki «Generating the mnemonic» y «From mnemonic to seed»; wordlist corpus/documentos/bip-0039-wordlist-english.txt, SHA-256 2f5eed53…24dbda). 24 palabras = política HU-06-01 RN-1, no exclusividad del estándar (§2.6).",
K-962,,celda-en-evaluacion,trazas/backend.txt:621,**Estado del pase correctivo** — los 10 puntos de la revisión están resueltos y commiteados (`345db79`). Verificado contra el servidor real y el nodo JSON-RPC de Sepolia:,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-963,,celda-en-evaluacion,trazas/backend.txt:625,| 1 | `?asset=ETH&chainId=1&chainId=1` → **422 `CHAIN_ID_MISMATCH`** (antes 200); repetido correcto → 200 |,,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-964,,celda-en-evaluacion,trazas/backend.txt:626,| 2 | `tokenAddress` sale con checksum EIP-55 desde una config en minúsculas |,,CORRECTO,1,"Checksum EIP-55/ERC-55: Keccak-256 sobre el hex ASCII en minúsculas sin `0x`; nibble ≥ 8 (o > 7) ⇒ mayúscula. Vectores oficiales All caps / All Lower / Normal (corpus/documentos/erc-55.md, Specification, Implementation y Test Cases).",
K-965,,celda-en-evaluacion,trazas/backend.txt:628,"| 4 | Fallo BIP-32 en nivel intermedio: **2 HMACs, 0 ms, `INTERNAL_ERROR`** (antes ~2³¹ reintentos) |",,CORRECTO,1,"BIP-32: I = HMAC-SHA512(key=""Bitcoin seed"", data=S); CKDpriv hardened (`0x00‖ser256(k)‖ser32(i)`) / normal (`serP‖ser32(i)`); si parse256(I_L) ≥ n o k_i = 0, «proceed with the next value for i» (corpus/documentos/bip-0032.mediawiki, Master key generation y Private parent key → private child key).",
K-966,,celda-en-evaluacion,trazas/backend.txt:636,"También confirmé health-check `rpc.status=OK` (chainId 11155111), los tres endpoints del alcance, 404/405, y que un proceso genuinamente reiniciado devuelve la misma dirección (INV-8).",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
K-967,,celda-en-evaluacion,trazas/backend.txt:650,"| 1 | query param repetido no saltea la validación de red | 4 (`chainId` repetido, `network` repetido, repetido-correcto ⇒ 200, mixto `11155111&1` ⇒ 422) |",,CORRECTO,1,Sepolia chainId 11155111 es constante de spec/00-fundaciones/activos-y-par-de-trading.md §1; no se afirma un chainId distinto ni una red equivocada como Sepolia (C4 no aplica). §2.6.,
